"","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA control for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h","HCT116 cells transfected with siRNA targeting KIF26B for 48 h"
"6272",1520,1861,750,650
"5686",2251,3076,2845,2824
"284612",105,119,98,57
"127002",190,263,239,241
"284613",296,322,409,243
"2773",3416,4368,2916,2666
"2780",39,56,76,40
"271",1352,1662,1787,1047
"2948",329,458,299,175
"2946",66,94,53,60
"1435",80,118,92,26
"10768",2981,3735,3061,3060
"85369",944,1075,906,609
"257",103,168,164,144
"104355139",10,11,6,16
"164153",10,1,11,7
"388662",1018,1341,937,606
"105378897",76,82,68,51
"3749",735,902,1052,685
"440600",9,20,11,4
"64783",1148,1351,625,1562
"9122",96,99,96,51
"10542",1351,1753,1448,1441
"101410535",9,14,26,21
"55791",442,540,511,401
"128338",395,565,438,463
"10390",794,1088,760,786
"79961",292,351,435,352
"128344",37,54,36,20
"5016",148,183,191,197
"79084",1071,1270,1369,485
"515",2730,3368,4152,2705
"128346",52,79,62,87
"5906",1252,1619,1139,1132
"107985184",42,61,38,29
"55924",162,217,276,58
"11218",596,720,635,486
"3752",54,55,40,41
"55917",702,836,715,611
"7482",172,167,207,136
"54879",421,555,481,354
"829",4208,5714,3739,3183
"4343",3431,4254,3550,2645
"389",2520,3456,2618,2142
"333926",286,393,344,458
"284467",66,72,59,19
"6566",2545,3252,2520,1414
"246182",30,28,31,18
"100506392",45,66,52,67
"107985189",11,8,18,12
"100996251",16,19,19,6
"9860",809,1043,849,643
"260425",690,962,481,553
"10745",247,351,328,209
"54665",937,1170,707,783
"100287722",74,124,88,101
"440603",33,55,59,21
"10717",306,386,302,284
"64858",438,568,446,328
"204851",1933,2516,1738,999
"51592",2291,3058,2174,2074
"105378913",9,15,11,7
"10286",863,1083,710,483
"105378914",10,19,7,13
"163259",427,537,350,310
"4893",2028,2651,2237,2063
"7812",10407,13405,11948,11746
"80143",1826,2268,1278,1399
"10100",25,22,25,11
"81839",1332,1623,1495,649
"55356",206,280,213,254
"126868",24,22,18,14
"476",10121,13058,10175,8747
"84852",1521,1895,1607,1418
"112268235",44,58,90,26
"965",284,342,363,255
"3321",2283,2850,1633,1137
"105378924",15,27,12,19
"5738",2540,3108,2780,1611
"9398",569,682,677,372
"101929099",20,17,31,14
"8458",1303,1569,1222,1177
"80263",206,209,142,135
"10905",2052,2455,1994,1629
"54855",145,207,100,172
"54834",491,663,436,436
"10885",1424,1853,2760,1413
"200162",84,106,162,103
"10352",186,226,228,266
"101929147",116,143,249,150
"90874",434,597,475,347
"26227",1114,1546,1071,1768
"105378936",88,86,45,63
"4853",4785,6214,3374,3469
"9554",1430,1654,1959,1228
"105378954",61,62,59,26
"728841",1285,1688,1355,1333
"107985523",18,30,24,25
"767846",90,110,100,91
"100996724",166,227,125,202
"107985524",25,23,11,15
"101929796",146,187,101,97
"101060684",1338,1640,1335,1383
"728855",202,270,266,175
"100996720",46,71,72,37
"653820",351,479,183,417
"653464",497,623,350,495
"107985193",16,11,11,12
"647121",10,17,19,5
"554282",416,547,229,506
"100996712",337,415,265,300
"284565",1158,1248,1082,1094
"647135",849,1101,622,767
"107985595",23,12,12,13
"728833",542,682,285,683
"101929805",22,19,27,23
"103091866",119,146,219,64
"100996740",50,47,52,21
"100288142",755,975,706,564
"105371312",201,231,146,145
"105371288",16,30,9,15
"101929780",196,262,177,160
"653519",335,460,340,251
"5174",79,113,85,101
"11126",47,51,48,35
"27246",1018,1250,775,589
"10623",779,768,713,458
"200035",270,323,237,211
"10401",1026,1346,1130,947
"8515",50,62,106,21
"8799",385,479,522,425
"114814",190,228,219,252
"9939",1799,2424,1843,1932
"105371260",522,661,509,505
"128077",652,861,757,468
"84265",273,377,599,412
"284615",60,69,70,25
"101928979",31,43,44,31
"100132406",1155,1505,996,1213
"388677",586,733,352,557
"105371254",11,12,10,3
"170688",186,303,174,126
"102724364",91,118,95,83
"100996756",26,34,9,7
"149013",1364,1663,1247,1345
"5565",1238,1533,983,1353
"9557",1745,2054,1832,1281
"171423",298,507,353,193
"2330",72,91,91,60
"100289211",11,19,7,7
"607",1025,1345,1564,892
"51205",457,632,785,667
"51463",295,413,303,199
"100034743",69,103,52,81
"105371228",199,229,139,160
"200030",562,757,531,594
"284561",22,23,17,20
"105371225",6,14,10,14
"100132057",52,50,83,37
"107985525",11,22,38,8
"388685",98,114,135,96
"105371224",54,80,80,70
"25832",1632,1891,1327,1490
"100996763",493,622,383,509
"440672",284,395,234,162
"100996517",50,66,67,44
"9659",570,723,410,421
"112268272",32,42,36,23
"400818",696,837,755,769
"653513",11,24,18,3
"100996716",152,181,183,126
"100996717",501,634,391,637
"101060226",1770,2219,1539,1793
"57234",216,241,279,161
"112268236",7,11,14,2
"644634",11,14,32,4
"8370",27,23,32,6
"126961",10,21,13,5
"8337",81,91,93,128
"337873",67,66,59,62
"723790",81,94,94,129
"333932",10,19,11,5
"112268238",32,45,75,11
"554313",19,20,25,5
"8349",31,49,26,21
"8338",26,20,20,22
"51027",276,346,268,292
"10262",1996,2414,1877,1171
"10903",620,807,274,908
"56957",1379,1638,1527,893
"105371427",24,27,27,21
"11311",594,862,643,503
"51177",207,333,155,85
"81611",4321,5305,3908,3452
"23632",301,399,339,294
"51107",1660,2096,1777,1404
"79630",4,18,16,20
"148523",19,10,6,3
"54460",1303,1620,1453,1291
"9129",1405,1804,1177,1061
"23248",886,1182,1042,816
"80222",551,652,632,573
"1893",227,271,144,155
"100874054",15,12,9,2
"100289061",35,28,27,16
"54507",229,308,212,260
"574406",19,32,30,19
"4170",6597,8511,5716,6818
"107985203",12,11,9,22
"2029",1649,2085,3686,2066
"112268239",12,4,14,22
"55204",686,961,757,630
"1520",11,21,9,5
"1513",158,186,72,111
"405",1359,1709,1306,1113
"9869",1183,1394,1375,1414
"29956",2662,3444,3620,3010
"8416",62,87,100,79
"55793",82,74,86,38
"58497",455,570,510,400
"149428",26,33,33,29
"54964",75,91,82,40
"56882",1476,1715,1811,947
"10962",21,27,30,24
"126626",375,455,387,248
"10500",681,838,667,477
"388695",134,186,191,248
"100534012",198,312,240,187
"79626",4,16,16,18
"79005",204,315,239,187
"29765",45,44,53,24
"6944",663,941,817,709
"8394",2519,3096,2713,1771
"5710",3296,4397,3868,4001
"100507670",17,19,16,17
"57592",1308,1513,1206,960
"5298",1427,1821,1463,1506
"5993",1353,1633,1217,1310
"101927886",9,12,4,12
"5692",4336,5569,5200,5401
"23126",2829,3656,2736,2375
"57530",2158,2808,1549,1801
"7286",491,592,407,555
"81609",1567,1927,1427,773
"11189",349,485,337,220
"65005",742,955,642,651
"51686",201,264,217,182
"11022",408,518,315,322
"6097",19,10,18,15
"100132111",4,12,13,3
"117145",693,821,769,248
"6281",5491,6870,2125,3074
"105371441",115,157,41,32
"6282",2568,3155,2232,2107
"7062",22,22,10,13
"388697",7,23,17,11
"2312",15,17,19,5
"6277",15371,20974,23903,25206
"6276",48,76,126,80
"6275",2027,2714,4545,2826
"101928034",546,710,1421,809
"6274",56,88,76,40
"6273",204,252,291,186
"140576",3797,4793,4739,4041
"57402",1800,2438,3661,4713
"6284",2042,2573,1942,1958
"6271",34,42,62,40
"26097",1861,2563,1941,1378
"23557",605,700,601,444
"3608",6405,8561,5391,4664
"65123",1349,1604,1777,1940
"11000",298,401,246,306
"57459",2188,2819,1932,2051
"101928059",98,111,84,103
"9909",1751,2103,1594,2007
"200186",1001,1328,980,1042
"27173",1063,1490,1484,1140
"148327",173,211,180,218
"10899",1418,1743,1456,1013
"5872",1630,2259,2123,2108
"6232",9933,13381,11409,10494
"91181",30,43,34,31
"7170",10504,12838,7108,8646
"25912",2574,3159,3293,2832
"9898",3830,4816,4234,3334
"109617023",7,12,8,15
"10456",867,968,955,668
"57198",2052,2432,1370,1476
"3570",453,528,458,462
"126669",107,114,120,92
"55585",1231,1653,1303,643
"100874097",173,202,183,95
"1141",1660,1982,1430,1206
"103",6143,7829,5474,4592
"3782",63,62,31,31
"10654",380,564,578,442
"57326",702,1079,1033,855
"90780",758,889,1068,806
"101928120",227,305,368,309
"6464",3820,4717,6399,5706
"1163",1756,2183,1333,1853
"100423020",14,25,19,20
"80308",634,734,1085,649
"51043",1511,1876,2371,1691
"127579",84,120,85,220
"149095",71,69,53,132
"100505666",101,104,68,128
"8751",1866,2311,3356,4034
"1945",223,254,284,289
"1944",651,902,811,1427
"1942",266,339,349,343
"55974",676,927,810,1381
"54344",542,680,545,360
"200185",719,1009,958,842
"80128",163,227,175,308
"4582",72,98,76,131
"7059",383,515,597,869
"105371450",87,151,146,234
"4580",1096,1287,1049,879
"2630",165,168,230,157
"2629",547,750,926,596
"10712",1077,1332,1365,1091
"10067",1242,1497,1138,874
"1196",1595,2084,1349,1587
"57657",515,562,324,652
"5313",23,20,17,59
"2224",2471,3197,1918,2101
"284618",1742,2241,1379,1568
"23623",1418,1698,1159,1303
"55870",2298,2842,1484,1938
"693140",20,45,27,27
"645676",55,69,43,38
"101929703",21,19,13,22
"105371452",57,65,83,34
"55154",804,958,842,546
"55249",974,1208,944,940
"7818",2519,3258,3315,3776
"100505728",71,97,71,32
"100129405",498,647,420,371
"54856",1474,1845,1554,1124
"23208",39,32,23,5
"6016",464,580,451,377
"22889",1867,2215,1727,1860
"9181",1962,2492,2101,2183
"107985209",23,30,30,42
"107985208",9,22,20,19
"6746",1370,1641,1993,1404
"105371729",134,198,196,159
"56893",2355,2808,2891,2258
"28956",567,776,729,559
"57111",1111,1494,1697,1325
"92312",198,300,353,229
"4000",21109,26980,16719,20799
"64218",11,17,23,12
"9673",659,864,783,516
"100527963",242,300,254,207
"11243",398,556,425,385
"632",21,18,11,15
"79957",370,496,414,372
"23381",2511,3024,2542,2387
"84283",123,184,135,109
"112770",682,866,794,424
"7203",11609,15193,14478,9515
"128229",45,52,45,32
"57127",245,370,241,181
"10485",269,319,280,486
"4209",2231,2778,2365,2530
"128239",3283,4132,1318,2418
"128240",1915,2602,1916,1288
"54865",423,546,737,272
"60484",41,27,24,33
"105371453",2385,2944,4088,2816
"63827",444,612,811,617
"10763",846,1042,1020,1150
"1382",5902,7172,4223,4011
"81875",715,936,1377,810
"51093",438,625,438,740
"79590",854,1074,1561,1420
"3068",4589,5770,6665,5386
"5546",1135,1386,1503,1104
"9047",50,53,69,76
"4914",81,108,56,36
"375033",838,1058,573,1124
"149499",89,105,72,91
"9826",2042,2427,1598,1268
"440695",13,18,16,8
"2117",1473,1768,1376,1021
"55243",1594,1933,1362,825
"54935",415,502,356,362
"56833",50,42,38,78
"284677",31,36,30,65
"391123",15,14,21,20
"107985216",46,73,73,35
"25790",29,36,11,34
"8407",3054,3715,2324,2279
"57549",259,274,249,177
"93183",295,438,397,177
"3766",30,40,16,17
"3765",16,17,11,14
"93185",1058,1302,990,1186
"729867",186,236,138,112
"8682",1182,1422,1212,891
"50717",1746,2201,2270,1709
"100287049",110,184,115,87
"5824",765,933,1058,583
"107985219",170,199,176,127
"1314",5679,6900,5982,4323
"474338",35,36,21,29
"23385",1254,1412,1754,1457
"4807",18,22,17,8
"57216",97,113,79,117
"57823",8,25,21,1
"50848",2888,3574,3753,3359
"100131187",854,1104,686,1114
"7391",963,1210,971,900
"257106",29,24,21,21
"81607",44,48,33,59
"126823",5,15,15,23
"5202",2023,2692,1775,2339
"4817",810,1095,942,1280
"9191",718,888,732,588
"51506",620,818,924,520
"112543491",12,15,18,20
"27005",342,455,360,587
"5498",513,593,493,685
"8703",932,1217,970,882
"4720",1096,1398,2119,1988
"84134",218,257,289,194
"100847090",12,17,18,12
"9970",32,65,50,36
"654790",25,19,19,18
"105371472",57,59,61,42
"107985221",55,78,50,54
"4359",105,172,218,153
"6391",2356,2755,3035,3000
"257177",131,136,173,213
"127943",34,31,27,13
"11266",478,545,465,373
"22926",1345,1548,1168,1221
"25903",149,187,115,39
"9722",274,268,138,97
"105371475",30,16,16,22
"284680",28,35,17,7
"400793",345,479,326,168
"127933",8083,10056,4502,5092
"6675",1614,1983,1274,1280
"4921",83,99,68,139
"51478",743,896,382,597
"5999",22,21,16,3
"8490",93,151,136,215
"83540",1166,1471,473,698
"5087",422,538,828,809
"4259",1167,1614,1518,1146
"223",1790,2244,1824,1329
"54499",1555,1921,1343,1005
"100147773",13,11,23,9
"7371",1742,2290,2211,1723
"100500832",66,87,96,72
"149297",21,42,37,18
"112268276",5,10,11,4
"57645",1171,1403,1608,1001
"117143",319,421,448,403
"387597",119,140,126,56
"5451",2057,2466,1551,1741
"101928512",9,17,28,17
"107985224",10,10,2,8
"8804",1650,2058,1649,1553
"9019",2056,2554,2098,1267
"55811",18,18,8,19
"25874",1131,1440,903,679
"55827",873,1145,1759,1047
"23432",737,1006,837,497
"261726",1018,1373,1326,1149
"375035",2314,2969,1710,1109
"84832",183,226,136,93
"9095",143,166,177,145
"481",1583,2140,1324,1121
"29922",583,675,542,368
"8548",866,989,795,614
"57821",7,22,11,23
"10560",720,827,565,410
"2153",24,20,49,4
"6402",32,32,67,16
"92342",99,90,91,69
"55732",572,750,431,461
"57147",537,772,444,403
"22920",463,593,386,408
"101928650",11,24,9,3
"92344",200,244,212,143
"2329",73,75,99,71
"7151",25,6,16,13
"23215",6966,8656,7303,5330
"8674",296,397,248,240
"51603",1153,1547,1217,753
"26052",215,258,139,120
"92346",20,24,14,17
"5279",230,251,196,143
"51430",1438,1776,1255,668
"107985225",38,48,86,25
"105371618",63,65,213,83
"7292",74,116,228,107
"100506023",24,17,27,17
"9588",3681,4748,5579,4057
"730159",7,10,10,9
"339416",23,40,46,21
"27252",489,615,594,322
"91687",254,332,173,180
"55157",636,774,876,549
"100506046",161,233,253,341
"60674",2457,3243,3928,4840
"26769",33,59,50,38
"26802",151,189,192,304
"26774",207,245,217,326
"26770",92,120,156,163
"692198",69,89,74,64
"26806",78,79,79,71
"106635533",744,914,1575,1769
"692197",27,33,37,27
"692196",182,249,172,273
"692195",14,15,22,12
"619498",125,199,125,125
"84614",857,982,590,786
"462",4,11,7,16
"149041",1261,1552,1170,958
"9910",633,769,898,688
"105371622",117,123,120,151
"27101",2891,3738,2570,1616
"63931",441,528,396,266
"9674",1378,1687,2691,1319
"107985228",12,23,10,8
"64326",661,845,657,561
"111240474",60,60,86,63
"89866",35,26,43,39
"730102",67,108,113,71
"100302401",22,28,22,13
"9462",918,1264,897,605
"105371630",6,13,13,6
"400798",8,14,11,5
"646976",69,95,43,62
"55103",1388,1841,1284,1219
"9068",16,26,21,19
"9917",1711,2136,1229,1296
"64222",577,725,703,614
"27",1699,2239,1479,1391
"6646",1598,2195,1162,1013
"126859",81,117,90,82
"163589",13,16,21,3
"107985229",12,11,4,10
"163590",5303,7122,4488,4375
"26092",978,1115,936,698
"9857",1762,2371,1205,1152
"5768",4847,6189,5276,5439
"89884",156,193,159,70
"84320",782,967,821,649
"100527964",49,66,72,24
"105371637",12,28,14,11
"9213",1584,1922,1595,1140
"107985230",17,26,21,5
"57710",115,130,240,93
"103344928",22,26,57,15
"10228",1605,2017,1823,1378
"3140",291,461,427,281
"51278",2474,3241,1979,2157
"127665",23,38,46,14
"2752",3125,3942,2086,2611
"6041",231,323,168,256
"6004",69,68,175,91
"80896",10,13,4,4
"647070",233,280,154,128
"1660",6881,8822,5797,4636
"3915",5498,6932,5038,3193
"110841583",38,29,19,17
"3918",2963,3721,1535,2563
"23057",18,33,31,31
"284649",19,23,26,12
"9887",2025,2650,2497,1587
"10092",3268,4158,2533,1994
"23179",194,268,119,54
"116461",470,586,357,349
"102724830",21,38,16,16
"81563",228,319,234,406
"107985236",62,77,76,104
"80267",797,987,881,740
"116496",266,354,147,587
"6045",841,1135,1056,690
"81627",751,942,780,690
"54823",142,155,207,173
"10625",1769,2290,2075,1761
"83872",53,102,46,13
"10216",111,133,88,83
"7175",6415,7881,5078,4549
"54953",723,879,600,750
"5743",36,88,31,17
"5321",388,388,359,268
"101929120",6,14,14,6
"100616345",70,93,38,42
"105371665",6,12,10,10
"5997",357,484,208,460
"102724954",20,25,41,22
"51377",1486,1866,1467,1311
"6738",2719,3181,1823,2294
"51022",335,421,363,209
"101929160",121,156,103,81
"79577",1561,1821,1344,1072
"8707",13,15,21,18
"101929184",8,15,20,7
"259266",3072,3843,1463,1707
"360023",935,1184,771,783
"23418",4,7,15,14
"163486",381,410,288,189
"388722",28,56,52,29
"56956",13,10,5,3
"140609",1655,2170,1341,1214
"2494",76,85,67,34
"23528",902,1195,996,549
"9928",1961,2385,943,1241
"83479",282,342,303,344
"101929224",24,28,30,56
"23271",2031,2573,1855,1340
"55765",503,592,538,360
"23046",595,704,505,459
"647219",30,52,29,6
"252839",1098,1341,1175,1355
"91156",25,51,8,4
"7139",18,36,17,9
"3898",714,883,1450,685
"101929343",48,51,63,37
"7135",67,61,110,57
"23612",797,1050,786,688
"1465",1149,1382,1080,728
"107985246",166,201,173,231
"376693",30,43,27,47
"89796",1352,1650,1467,1111
"100873949",176,242,141,103
"55705",3286,4318,3114,1927
"102466724",27,17,16,9
"149345",365,489,318,304
"25802",51,99,71,97
"10440",1811,2196,1897,1199
"6051",2557,3455,3017,2738
"112268254",214,267,187,287
"102723465",76,102,67,51
"1999",4342,5173,3673,4596
"9283",56,53,69,46
"127829",948,1180,889,934
"5778",14,20,14,17
"148713",36,32,49,27
"29089",1144,1528,758,808
"4660",876,1021,854,950
"127833",18,36,34,23
"105371686",9,14,17,13
"10765",2058,2541,2501,1587
"100506696",27,62,27,80
"148709",61,54,15,12
"5877",207,280,201,122
"59349",812,951,1129,824
"51094",2809,3564,2349,2543
"51706",412,530,612,613
"92703",1461,1879,1542,1443
"8497",1163,1410,625,1406
"134",122,136,109,55
"4608",8,2,47,10
"7832",601,868,1893,673
"493",3233,3915,3401,2456
"84719",28,35,22,21
"102723543",23,21,28,29
"9877",4281,5659,4253,3932
"100381270",1093,1452,1069,868
"6635",1803,2182,1800,1536
"9580",1122,1381,1267,876
"55224",648,815,672,778
"101929441",52,53,52,59
"5972",11,2,17,5
"3814",13,25,14,15
"127845",95,136,168,135
"22874",587,730,599,396
"84919",3085,3703,2328,2018
"5287",957,1144,843,638
"4194",2308,2865,1994,2416
"105371692",40,58,188,92
"10446",92,118,217,61
"23114",109,155,84,94
"6900",21,28,37,27
"388730",44,75,47,51
"5929",907,1133,859,720
"25778",568,820,640,473
"9911",292,395,269,243
"81788",194,274,111,116
"284576",2,14,2,10
"93273",67,98,113,148
"101669762",158,204,181,89
"284577",8,21,12,6
"5129",803,1055,890,643
"148808",56,62,74,50
"2005",1488,1801,1554,1947
"85414",681,824,507,539
"105371701",26,31,24,24
"64710",8152,10393,6979,8435
"8934",622,845,652,530
"254428",2115,2594,1694,1428
"148811",21,17,16,24
"107985250",24,27,17,23
"284581",171,196,142,70
"103021295",56,82,39,36
"338382",13,12,19,2
"729533",587,688,296,654
"23380",2008,2745,1892,1551
"9641",178,267,196,83
"83593",312,376,197,209
"1939",834,1035,1164,1157
"105372876",38,45,26,23
"8444",442,511,372,277
"9261",1980,2451,1755,1711
"79098",692,907,513,478
"55432",1507,1798,821,1820
"5208",1011,1205,685,784
"107985251",14,23,15,11
"1604",1203,1459,805,1555
"1380",185,221,174,163
"1379",15,14,26,20
"4179",3053,3857,3866,3828
"100128537",20,19,25,17
"148696",5,14,11,7
"5362",124,192,87,26
"3914",4536,5583,2808,6590
"100422894",151,148,130,231
"80342",37,43,39,37
"148304",201,335,263,146
"3664",1256,1578,608,1495
"27042",817,1061,1054,666
"574036",20,20,3,3
"56256",31,40,15,13
"55733",101,187,186,153
"55758",730,928,650,564
"7188",322,401,267,170
"84791",157,225,203,175
"107985259",39,48,45,39
"7779",440,637,492,771
"4751",1806,2321,731,1136
"91548",17,10,9,15
"9926",2189,2760,1643,1632
"25896",649,888,600,323
"51514",844,1019,628,711
"100131205",96,176,69,70
"101929541",9,12,9,10
"5525",1092,1521,1318,1093
"55248",419,535,494,519
"105372906",10,8,5,12
"29937",667,897,1088,803
"467",918,1205,854,1129
"55509",65,99,75,31
"25936",812,1107,641,612
"128387",305,333,427,273
"642946",108,126,132,98
"28982",851,1094,661,681
"79805",97,143,132,94
"90806",506,634,741,459
"26750",543,658,764,828
"56950",499,632,592,371
"107985263",68,63,67,51
"5784",2258,2728,2259,1292
"1063",5224,6541,3193,3470
"105372919",32,35,23,11
"51133",2129,2758,1793,1650
"7399",7,14,6,10
"55105",443,555,561,433
"128153",23,27,37,43
"51018",860,1046,754,490
"7042",13,34,25,11
"127018",370,461,467,502
"107984018",6,10,16,15
"643136",80,137,91,102
"2058",3985,5176,4523,5090
"10380",816,1073,992,796
"55699",4127,5207,4313,2616
"25782",1262,1647,1368,1320
"6791",29,21,23,19
"4139",238,298,226,155
"79762",848,1110,849,708
"54996",262,286,288,265
"64757",392,470,243,171
"3142",70,109,59,46
"11221",126,192,150,113
"105372956",20,29,10,16
"79802",36,45,32,30
"9015",404,532,378,315
"100506161",8,12,21,15
"375056",1760,2267,1778,1547
"64853",1240,1564,1116,678
"148362",920,1274,935,683
"84976",244,287,296,88
"7100",85,74,56,14
"55061",60,56,16,8
"388743",11,13,13,8
"824",9289,11754,8946,10345
"105373046",11,6,15,14
"105373041",40,71,60,134
"7159",1413,1548,1207,1191
"441124",367,410,363,568
"100287497",104,107,143,119
"23219",1308,1793,865,780
"8560",811,1030,488,478
"101927164",34,38,24,18
"4931",507,618,444,363
"29097",1024,1148,881,815
"80232",3392,4284,3098,2878
"149111",61,71,90,89
"127602",377,498,440,409
"3930",4183,5094,2926,2974
"55740",3614,4393,3930,3016
"6726",3081,3825,2989,2548
"2052",928,1153,1108,658
"9725",769,893,828,661
"29920",1556,1857,1760,1628
"163859",1468,1890,1449,939
"3020",4447,5526,4130,3628
"105373113",17,14,23,45
"64746",1721,2011,1586,1399
"107985353",143,181,164,143
"286826",311,441,277,237
"142",7887,10086,7043,5538
"3707",174,228,245,165
"5664",663,937,684,354
"107985354",34,56,15,19
"56997",1055,1392,1180,1345
"105379282",45,44,40,72
"8476",2726,3246,3413,1859
"339500",247,356,280,520
"116841",962,1168,1046,660
